id,submitted,updated,title,abstract,authors,affiliations,link_abstract,link_pdf,link_doi,comment,journal_ref,doi,primary_category,categories,pdf_url
2601.21856v1,2026-01-29T15:28:25Z,2026-01-29 15:28:25,Blind Ultrasound Image Enhancement via Self-Supervised Physics-Guided Degradation Modeling,"Ultrasound (US) interpretation is hampered by multiplicative speckle, acquisition blur from the point-spread function (PSF), and scanner- and operator-dependent artifacts. Supervised enhancement methods assume access to clean targets or known degradations; conditions rarely met in practice. We present a blind, self-supervised enhancement framework that jointly deconvolves and denoises B-mode images using a Swin Convolutional U-Net trained with a \emph{physics-guided} degradation model. From each training frame, we extract rotated/cropped patches and synthesize inputs by (i) convolving with a Gaussian PSF surrogate and (ii) injecting noise via either spatial additive Gaussian noise or complex Fourier-domain perturbations that emulate phase/magnitude distortions. For US scans, clean-like targets are obtained via non-local low-rank (NLLR) denoising, removing the need for ground truth; for natural images, the originals serve as targets. Trained and validated on UDIAT~B, JNU-IFM, and XPIE Set-P, and evaluated additionally on a 700-image PSFHS test set, the method achieves the highest PSNR/SSIM across Gaussian and speckle noise levels, with margins that widen under stronger corruption. Relative to MSANN, Restormer, and DnCNN, it typically preserves an extra $\sim$1--4\,dB PSNR and 0.05--0.15 SSIM in heavy Gaussian noise, and $\sim$2--5\,dB PSNR and 0.05--0.20 SSIM under severe speckle. Controlled PSF studies show reduced FWHM and higher peak gradients, evidence of resolution recovery without edge erosion. Used as a plug-and-play preprocessor, it consistently boosts Dice for fetal head and pubic symphysis segmentation. Overall, the approach offers a practical, assumption-light path to robust US enhancement that generalizes across datasets, scanners, and degradation types.",Shujaat Khan|Syed Muhammad Atif|Jaeyoung Huh|Syed Saad Azhar,,https://arxiv.org/abs/2601.21856v1,https://arxiv.org/pdf/2601.21856v1,,"11 pages, 13 figures",,,eess.IV,eess.IV|cs.CV|stat.ML,https://arxiv.org/pdf/2601.21856v1.pdf
2601.21200v2,2026-01-29T02:59:04Z,2026-02-05 06:45:59,Provably Reliable Classifier Guidance via Cross-Entropy Control,"Classifier-guided diffusion models generate conditional samples by augmenting the reverse-time score with the gradient of the log-probability predicted by a probabilistic classifier. In practice, this classifier is usually obtained by minimizing an empirical loss function. While existing statistical theory guarantees good generalization performance when the sample size is sufficiently large, it remains unclear whether such training yields an effective guidance mechanism.
  We study this question in the context of cross-entropy loss, which is widely used for classifier training. Under mild smoothness assumptions on the classifier, we show that controlling the cross-entropy at each diffusion model step is sufficient to control the corresponding guidance error. In particular, probabilistic classifiers achieving conditional KL divergence $\varepsilon^2$ induce guidance vectors with mean squared error $\widetilde O(d \varepsilon )$, up to constant and logarithmic factors. Our result yields an upper bound on the sampling error of classifier-guided diffusion models and bears resemblance to a reverse log-Sobolev--type inequality. To the best of our knowledge, this is the first result that quantitatively links classifier training to guidance alignment in diffusion models, providing both a theoretical explanation for the empirical success of classifier guidance, and principled guidelines for selecting classifiers that induce effective guidance.",Sharan Sahu|Arisina Banerjee|Yuchen Wu,,https://arxiv.org/abs/2601.21200v2,https://arxiv.org/pdf/2601.21200v2,,"31 pages, 3 figures",,,stat.ML,stat.ML|cs.LG,https://arxiv.org/pdf/2601.21200v2.pdf
2601.17518v1,2026-01-24T16:39:20Z,2026-01-24 16:39:20,Comparisons of policies based on relevation and replacement by a new one unit in reliability,"The purpose of this paper is to study the role of the relevation transform, where a failed unit is replaced by a used unit with the same age as the failed one, as an alternative to the policy based on the replacement by a new one. In particular, we compare the stochastic processes arising from a policy based on the replacement of a failed unit by a new one and from the one in which the unit is being continuously subjected to a relevation policy. The comparisons depend on the aging properties of the units under repair.", Belzunce| F.| Martínez-Riquelme| C.| Mercader|J. A.| Ruiz|J. M,,https://arxiv.org/abs/2601.17518v1,https://arxiv.org/pdf/2601.17518v1,https://doi.org/10.1007/s11749-020-00710-6,17 pages. Author accepted manuscript,"TEST (2021), 30, 211-227",10.1007/s11749-020-00710-6,math.ST,math.ST|stat.AP|stat.ME,https://arxiv.org/pdf/2601.17518v1.pdf
2601.16174v2,2026-01-22T18:19:52Z,2026-02-03 12:52:33,Beyond Predictive Uncertainty: Reliable Representation Learning with Structural Constraints,"Uncertainty estimation in machine learning has traditionally focused on the prediction stage, aiming to quantify confidence in model outputs while treating learned representations as deterministic and reliable by default. In this work, we challenge this implicit assumption and argue that reliability should be regarded as a first-class property of learned representations themselves. We propose a principled framework for reliable representation learning that explicitly models representation-level uncertainty and leverages structural constraints as inductive biases to regularize the space of feasible representations. Our approach introduces uncertainty-aware regularization directly in the representation space, encouraging representations that are not only predictive but also stable, well-calibrated, and robust to noise and structural perturbations. Structural constraints, such as sparsity, relational structure, or feature-group dependencies, are incorporated to define meaningful geometry and reduce spurious variability in learned representations, without assuming fully correct or noise-free structure. Importantly, the proposed framework is independent of specific model architectures and can be integrated with a wide range of representation learning methods.",Yiyao Yang,,https://arxiv.org/abs/2601.16174v2,https://arxiv.org/pdf/2601.16174v2,,"22 pages, 5 figures, 5 propositions",,,stat.ML,stat.ML|cs.LG,https://arxiv.org/pdf/2601.16174v2.pdf
2601.08655v1,2026-01-13T15:31:55Z,2026-01-13 15:31:55,Reliability Modeling of Single-Sided Aluminized Polyimide Films during Storage Considering Stress-Induced Degradation Mechanism Transition,"Single-sided aluminized polyimide films (SAPF) are widely used in thermal management of aerospace systems. Although the reliability of SAPF in space environments has been thoroughly studied, its reliability in ground environments during storage is always ignored, potentially leading to system failure. This paper aims to investigate the reliability of SAPF in storage environments, focusing on the effects of temperature and relative humidity. Firstly, the relationship between the performance degradation of SAPF and aluminum corrosion is identified. Next, considering the presence of two distinct stages in the influence of temperature on aluminum corrosion, a novel degradation model accounting for the degradation mechanism transition is developed. Additionally, a parameter analysis method is proposed for determining SAPF degradation mechanism based on experimental data. Then, a statistical analysis method incorporating an improved rime optimization algorithm is employed for parameter estimation, and the reliability model is established. Experimental results demonstrate that the proposed method effectively identifies two distinct stages in the impact of temperature on SAPF performance degradation. Furthermore, the proposed degradation model outperforms traditional degradation models with unchanged degradation mechanism in terms of degradation prediction accuracy, extrapolation capability and robustness, indicating its suitability for describing the degradation pattern of SAPFs.",Shi-Shun Chen|Dong-Hua Niu|Wen-Bin Chen|Jia-Yun Song|Ya-Fei Zhang|Xiao-Yang Li|Enrico Zio,,https://arxiv.org/abs/2601.08655v1,https://arxiv.org/pdf/2601.08655v1,https://doi.org/10.1109/TR.2025.3648418,,"IEEE Transactions on Reliability, 2026. https://ieeexplore.ieee.org/document/11342365",10.1109/TR.2025.3648418,stat.AP,stat.AP,https://arxiv.org/pdf/2601.08655v1.pdf
2512.23019v1,2025-12-28T17:40:14Z,2025-12-28 17:40:14,Reliability Analysis of a 1-out-of-n Cold Standby Redundant System under the Generalized Lindley Distribution,"Cold standby 1-out-of-n redundant systems are well-established models in system reliability engineering. To date, reliability analyses of such systems have predominantly assumed exponential, Erlang, or Weibull failure distributions for their components. The Lindley distribution and its generalizations represent a significant class of statistical distributions in reliability engineering. Certain generalized Lindley distributions, due to the appealing characteristics of their hazard functions, can serve as suitable alternatives to other well-known lifetime distributions like the Weibull. This study investigates the reliability of a 1-out-of-n cold standby redundant system with perfect and imperfect switching, assuming that the active component failure times follow the Generalized Lindley distribution. We derive a closed-form expression for the system reliability. To achieve this, the distribution of the sum of n independent and identically distributed random variables following the Generalized Lindley distribution is first determined using the moment-generating function approach.",Afshin Yaghoubi|Esmaile Khorram|Omid Naghshineh Arjmand,,https://arxiv.org/abs/2512.23019v1,https://arxiv.org/pdf/2512.23019v1,,,,,stat.AP,stat.AP,https://arxiv.org/pdf/2512.23019v1.pdf
2512.16012v2,2025-12-17T22:40:40Z,2026-01-12 23:46:26,Reliability-Targeted Simulation of Item Response Data: Solving the Inverse Design Problem,"Monte Carlo simulations are the primary methodology for evaluating Item Response Theory (IRT) methods, yet marginal reliability - the fundamental metric of data informativeness - is rarely treated as an explicit design factor. Unlike in multilevel modeling where the intraclass correlation (ICC) is routinely manipulated, IRT studies typically treat reliability as an incidental outcome, creating a ""reliability omission"" that obscures the signal-to-noise ratio of generated data. To address this gap, we introduce a principled framework for reliability-targeted simulation, transforming reliability from an implicit by-product into a precise input parameter. We formalize the inverse design problem, solving for a global discrimination scaling factor that uniquely achieves a pre-specified target reliability. Two complementary algorithms are proposed: Empirical Quadrature Calibration (EQC) for rapid, deterministic precision, and Stochastic Approximation Calibration (SAC) for rigorous stochastic estimation. A comprehensive validation study across 960 conditions demonstrates that EQC achieves essentially exact calibration, while SAC remains unbiased across non-normal latent distributions and empirical item pools. Furthermore, we clarify the theoretical distinction between average-information and error-variance-based reliability metrics, showing they require different calibration scales due to Jensen's inequality. An accompanying open-source R package, IRTsimrel, enables researchers to standardize reliability as a controlled experimental input.",JoonHo Lee,,https://arxiv.org/abs/2512.16012v2,https://arxiv.org/pdf/2512.16012v2,,,,,stat.ME,stat.ME|stat.CO,https://arxiv.org/pdf/2512.16012v2.pdf
2512.13892v2,2025-12-15T20:50:54Z,2025-12-23 12:54:15,"One Permutation Is All You Need: Fast, Reliable Variable Importance and Model Stress-Testing","Reliable estimation of feature contributions in machine learning models is essential for trust, transparency and regulatory compliance, especially when models are proprietary or otherwise operate as black boxes. While permutation-based methods are a standard tool for this task, classical implementations rely on repeated random permutations, introducing computational overhead and stochastic instability. In this paper, we show that by replacing multiple random permutations with a single, deterministic, and optimal permutation, we achieve a method that retains the core principles of permutation-based importance while being non-random, faster, and more stable. We validate this approach across nearly 200 scenarios, including real-world household finance and credit risk applications, demonstrating improved bias-variance tradeoffs and accuracy in challenging regimes such as small sample sizes, high dimensionality, and low signal-to-noise ratios. Finally, we introduce Systemic Variable Importance, a natural extension designed for model stress-testing that explicitly accounts for feature correlations. This framework provides a transparent way to quantify how shocks or perturbations propagate through correlated inputs, revealing dependencies that standard variable importance measures miss. Two real-world case studies demonstrate how this metric can be used to audit models for hidden reliance on protected attributes (e.g., gender or race), enabling regulators and practitioners to assess fairness and systemic risk in a principled and computationally efficient manner.",Albert Dorador,,https://arxiv.org/abs/2512.13892v2,https://arxiv.org/pdf/2512.13892v2,,,,,stat.ML,stat.ML|cs.AI|cs.LG,https://arxiv.org/pdf/2512.13892v2.pdf
2512.06682v1,2025-12-07T06:38:57Z,2025-12-07 06:38:57,Partially Observable Markov Decision Process Framework for Operating Condition Optimization Using Real-Time Degradation Signals,"In many engineering systems, proper predictive maintenance and operational control are essential to increase efficiency and reliability while reducing maintenance costs. However, one of the major challenges is that many sensors are used for system monitoring. Analyzing these sensors simultaneously for better predictive maintenance optimization is often very challenging. In this paper, we propose a systematic decision-making framework to improve the system performance in manufacturing practice, considering the real-time degradation signals generated by multiple sensors. Specifically, we propose a partially observed Markov decision process (POMDP) model to generate the optimal capacity and predictive maintenance policies, given the fact that the observation of the system state is imperfect. Such work provides a systematic approach that focuses on jointly controlling the operating conditions and preventive maintenance utilizing the real-time machine deterioration signals by incorporating the degradation constraint and non-observable states. We apply this technique to the bearing degradation data and NASA aircraft turbofan engine dataset, demonstrating the effectiveness of the proposed method.",Boyang Xu|Yunyi Kang|Xinyu Zhao|Hao Yan|Feng Ju,,https://arxiv.org/abs/2512.06682v1,https://arxiv.org/pdf/2512.06682v1,,Accepted for publication in Journal of Quality Technology,,,stat.AP,stat.AP,https://arxiv.org/pdf/2512.06682v1.pdf
2512.06294v1,2025-12-06T04:45:31Z,2025-12-06 04:45:31,Interpretable Neural Approximation of Stochastic Reaction Dynamics with Guaranteed Reliability,"Stochastic Reaction Networks (SRNs) are a fundamental modeling framework for systems ranging from chemical kinetics and epidemiology to ecological and synthetic biological processes. A central computational challenge is the estimation of expected outputs across initial conditions and times, a task that is rarely solvable analytically and becomes computationally prohibitive with current methods such as Finite State Projection or the Stochastic Simulation Algorithm. Existing deep learning approaches offer empirical scalability, but provide neither interpretability nor reliability guarantees, limiting their use in scientific analysis and in applications where model outputs inform real-world decisions. Here we introduce DeepSKA, a neural framework that jointly achieves interpretability, guaranteed reliability, and substantial computational gains. DeepSKA yields mathematically transparent representations that generalise across states, times, and output functions, and it integrates this structure with a small number of stochastic simulations to produce unbiased, provably convergent, and dramatically lower-variance estimates than classical Monte Carlo. We demonstrate these capabilities across nine SRNs, including nonlinear and non-mass-action models with up to ten species, where DeepSKA delivers accurate predictions and orders-of-magnitude efficiency improvements. This interpretable and reliable neural framework offers a principled foundation for developing analogous methods for other Markovian systems, including stochastic differential equations.",Quentin Badolle|Arthur Theuer|Zhou Fang|Ankit Gupta|Mustafa Khammash,,https://arxiv.org/abs/2512.06294v1,https://arxiv.org/pdf/2512.06294v1,,,,,q-bio.MN,q-bio.MN|cs.LG|math.PR|q-bio.QM|stat.ML,https://arxiv.org/pdf/2512.06294v1.pdf
2512.04566v2,2025-12-04T08:29:17Z,2025-12-16 15:50:52,Reliable Statistical Guarantees for Conformal Predictors with Small Datasets,"Surrogate models (including deep neural networks and other machine learning algorithms in supervised learning) are capable of approximating arbitrarily complex, high-dimensional input-output problems in science and engineering, but require a thorough data-agnostic uncertainty quantification analysis before these can be deployed for any safety-critical application. The standard approach for data-agnostic uncertainty quantification is to use conformal prediction (CP), a well-established framework to build uncertainty models with proven statistical guarantees that do not assume any shape for the error distribution of the surrogate model. However, since the classic statistical guarantee offered by CP is given in terms of bounds for the marginal coverage, for small calibration set sizes (which are frequent in realistic surrogate modelling that aims to quantify error at different regions), the potentially strong dispersion of the coverage distribution around its average negatively impacts the relevance of the uncertainty model's statistical guarantee, often obtaining coverages below the expected value, resulting in a less applicable framework. After providing a gentle presentation of uncertainty quantification for surrogate models for machine learning practitioners, in this paper we bridge the gap by proposing a new statistical guarantee that offers probabilistic information for the coverage of a single conformal predictor. We show that the proposed framework converges to the standard solution offered by CP for large calibration set sizes and, unlike the classic guarantee, still offers relevant information about the coverage of a conformal predictor for small data sizes. We validate the methodology in a suite of examples, and implement an open access software solution that can be used alongside common conformal prediction libraries to obtain uncertainty models that fulfil the new guarantee.",Miguel Sánchez-Domínguez|Lucas Lacasa|Javier de Vicente|Gonzalo Rubio|Eusebio Valero,,https://arxiv.org/abs/2512.04566v2,https://arxiv.org/pdf/2512.04566v2,,,,,cs.LG,cs.LG|physics.data-an|stat.ML,https://arxiv.org/pdf/2512.04566v2.pdf
2512.03354v1,2025-12-03T01:37:42Z,2025-12-03 01:37:42,Breaking Determinism: Stochastic Modeling for Reliable Off-Policy Evaluation in Ad Auctions,"Online A/B testing, the gold standard for evaluating new advertising policies, consumes substantial engineering resources and risks significant revenue loss from deploying underperforming variations. This motivates the use of Off-Policy Evaluation (OPE) for rapid, offline assessment. However, applying OPE to ad auctions is fundamentally more challenging than in domains like recommender systems, where stochastic policies are common. In online ad auctions, it is common for the highest-bidding ad to win the impression, resulting in a deterministic, winner-takes-all setting. This results in zero probability of exposure for non-winning ads, rendering standard OPE estimators inapplicable. We introduce the first principled framework for OPE in deterministic auctions by repurposing the bid landscape model to approximate the propensity score. This model allows us to derive robust approximate propensity scores, enabling the use of stable estimators like Self-Normalized Inverse Propensity Scoring (SNIPS) for counterfactual evaluation. We validate our approach on the AuctionNet simulation benchmark and against 2-weeks online A/B test from a large-scale industrial platform. Our method shows remarkable alignment with online results, achieving a 92\% Mean Directional Accuracy (MDA) in CTR prediction, significantly outperforming the parametric baseline. MDA is the most critical metric for guiding deployment decisions, as it reflects the ability to correctly predict whether a new model will improve or harm performance. This work contributes the first practical and validated framework for reliable OPE in deterministic auction environments, offering an efficient alternative to costly and risky online experiments.",Hongseon Yeom|Jaeyoul Shin|Soojin Min|Jeongmin Yoon|Seunghak Yu|Dongyeop Kang,,https://arxiv.org/abs/2512.03354v1,https://arxiv.org/pdf/2512.03354v1,,,,,cs.LG,cs.LG|stat.ML,https://arxiv.org/pdf/2512.03354v1.pdf
