id,submitted,updated,title,abstract,authors,affiliations,link_abstract,link_pdf,link_doi,comment,journal_ref,doi,primary_category,categories,pdf_url
2509.01243v1,2025-09-01T08:32:44Z,2025-09-01 08:32:44,A novel methodological framework for analyzing the momentum effect in tennis singles,"This paper proposes a novel methodological framework for analyzing momentum effects in tennis singles. To statistically substantiate the existence of momentum, we employ Chi-squared independence tests for the contingency table. Assuming momentum is present, we develop a momentum metric based on the entropy weight method. Subsequently, we apply a CUSUM control chart to detect change points within the derived momentum series and define a relative distance measure to quantify the intensity of momentum shifts. Furthermore, we construct a predictive model utilizing a Back Propagation neural network (BP) optimized by a Particle Swarm Optimization (PSO) algorithm. The importance of predictive features is analyzed via SHAP values. An empirical analysis applying this framework to data from the 2023 Wimbledon Men's Singles yields the following key findings: (1) Statistical evidence signifficantly supports the existence of momentum in tennis singles. (2) Incorporating momentum characteristics substantially enhances point outcome prediction performance. (3) The BP+PSO model demonstrates competitive advantages over alternative machine learning algorithms, including Random Forest, Support Vector Machines, and logistic regression. (4) SHAP value analysis identifies an athlete's unforced errors, winning shots, the momentum metric, and the momentum shift intensity as the four most critical features for predicting point outcomes.",Chang Du|Caiya Zhang|Likai Zhou,,https://arxiv.org/abs/2509.01243v1,https://arxiv.org/pdf/2509.01243v1,,,,,stat.AP,stat.AP,https://arxiv.org/pdf/2509.01243v1.pdf
2508.05790v1,2025-08-07T19:04:00Z,2025-08-07 19:04:00,Estimated Phase II Weibull control chart for monitoring times between events,"In statistical process control Weibull distribution can be used to model the time between events or failures (TBE) in a process with increasing decreasing or constant failure rates. Specifically it helps in monitoring processes where the time between defect occurrences is of interest providing insight into the process reliability and performance. In this paper we consider the two sided problem of monitoring either an increase or a decrease in the scale parameter of the Weibull distribution with control charts assuming the shape parameter to be fixed. A larger scale parameter indicates that events are more spread out over time suggesting fewer defects while a smaller value may suggest deterioration in the process resulting in a higher number of defects. When the scale parameter is unknown it is estimated from Phase I observations and the plug in control limits are obtained by replacing the parameter by its estimated value from the Phase I observations. Given the well accepted fact that estimated control limits often do not perform as expected, the control limits of the Weibull chart are adjusted to achieve the desired in control (IC) performance using two criteria that are conditional average run length and standard deviation of conditional ARL. A performance study is carried out in order to assess in control and out of control performances of the proposed charts.",Tanuja Negi,,https://arxiv.org/abs/2508.05790v1,https://arxiv.org/pdf/2508.05790v1,,"9 pages, 1 table",,,stat.AP,stat.AP,https://arxiv.org/pdf/2508.05790v1.pdf
2507.23732v1,2025-07-31T17:11:24Z,2025-07-31 17:11:24,Control Charts for Percentiles of Truncated Beta Distributed Environmental Data Using Studentized Bootstrap Method,"This paper proposes a control chart for monitoring percentiles of a process that follows a truncated beta distribution, utilizing a studentized parametric bootstrap method to account for the case when in-control parameters are unknown. To evaluate the in-control performance, extensive Monte Carlo simulations are conducted across various combinations of percentiles, false alarm rates, and sample sizes, with performance measured in terms of the average run length. The out-of-control performance is thoroughly assessed by introducing shifts in the distributional parameters and comparing the proposed chart with the conventional beta-based chart. The effectiveness and practical applicability of the proposed chart is illustrated through real-world examples from environmental data.",Bidhan Modok|Amarjit Kundu|Shovan Chowdhury,,https://arxiv.org/abs/2507.23732v1,https://arxiv.org/pdf/2507.23732v1,,,,,stat.ME,stat.ME,https://arxiv.org/pdf/2507.23732v1.pdf
2507.16749v2,2025-07-22T16:36:51Z,2026-01-10 04:59:24,Bootstrapped Control Limits for Score-Based Concept Drift Control Charts,"Monitoring for changes in a predictive relationship represented by a fitted supervised learning model (i.e., concept drift detection) is a widespread problem in modern data-driven applications. A general and powerful Fisher score-based concept drift approach was recently proposed, in which detecting concept drift reduces to detecting changes in the mean of the model's score vector using a multivariate exponentially weighted moving average (MEWMA). To implement the approach, the initial data must be split into two subsets. The first subset serves as the training sample to which the model is fit, and the second subset serves as an out-of-sample test set from which the MEWMA control limit (CL) is determined. In this paper, we retain the same score-based MEWMA monitoring statistic as the existing method and focus instead on improving the computation of the control limit. We develop a novel nested bootstrap procedure for calibrating the CL that allows the entire initial sample to be used for model fitting, thereby yielding a more accurate baseline model while eliminating the need for a large holdout set. We show that a standard nested bootstrap substantially underestimates the variability of the monitoring statistic and develop a 0.632-like correction that appropriately accounts for this. We demonstrate the advantages with numerical examples.",Jiezhong Wu|Daniel W. Apley,,https://arxiv.org/abs/2507.16749v2,https://arxiv.org/pdf/2507.16749v2,,"53 pages, 5 figures",,,stat.ME,stat.ME|stat.ML,https://arxiv.org/pdf/2507.16749v2.pdf
2507.14641v1,2025-07-19T14:35:51Z,2025-07-19 14:35:51,Deep Learning-Based Survival Analysis with Copula-Based Activation Functions for Multivariate Response Prediction,"This research integrates deep learning, copula functions, and survival analysis to effectively handle highly correlated and right-censored multivariate survival data. It introduces copula-based activation functions (Clayton, Gumbel, and their combinations) to model the nonlinear dependencies inherent in such data. Through simulation studies and analysis of real breast cancer data, our proposed CNN-LSTM with copula-based activation functions for multivariate multi-types of survival responses enhances prediction accuracy by explicitly addressing right-censored data and capturing complex patterns. The model's performance is evaluated using Shewhart control charts, focusing on the average run length (ARL).",Jong-Min Kim|Il Do Ha|Sangjin Kim,,https://arxiv.org/abs/2507.14641v1,https://arxiv.org/pdf/2507.14641v1,,,,,stat.ML,stat.ML|cs.LG,https://arxiv.org/pdf/2507.14641v1.pdf
2507.13022v1,2025-07-17T11:50:29Z,2025-07-17 11:50:29,Fault detection and diagnosis for the engine electrical system of a space launcher based on a temporal convolutional autoencoder and calibrated classifiers,"In the context of the health monitoring for the next generation of reusable space launchers, we outline a first step toward developing an onboard fault detection and diagnostic capability for the electrical system that controls the engine valves. Unlike existing approaches in the literature, our solution is designed to meet a broader range of key requirements. This includes estimating confidence levels for predictions, detecting out-of-distribution (OOD) cases, and controlling false alarms. The proposed solution is based on a temporal convolutional autoencoder to automatically extract low-dimensional features from raw sensor data. Fault detection and diagnosis are respectively carried out using a binary and a multiclass classifier trained on the autoencoder latent and residual spaces. The classifiers are histogram-based gradient boosting models calibrated to output probabilities that can be interpreted as confidence levels. A relatively simple technique, based on inductive conformal anomaly detection, is used to identify OOD data. We leverage other simple yet effective techniques, such as cumulative sum control chart (CUSUM) to limit the false alarms, and threshold moving to address class imbalance in fault detection. The proposed framework is highly configurable and has been evaluated on simulated data, covering both nominal and anomalous operational scenarios. The results indicate that our solution is a promising first step, though testing with real data will be necessary to ensure that it achieves the required maturity level for operational use.",Luis Basora|Louison Bocquet-Nouaille|Elinirina Robinson|Serge Le Gonidec,,https://arxiv.org/abs/2507.13022v1,https://arxiv.org/pdf/2507.13022v1,,"53 pages, 16 figures",,,cs.LG,cs.LG,https://arxiv.org/pdf/2507.13022v1.pdf
2507.12187v1,2025-07-16T12:34:17Z,2025-07-16 12:34:17,"Learning, fast and slow: a two-fold algorithm for data-based model adaptation","This article addresses the challenge of adapting data-based models over time. We propose a novel two-fold modelling architecture designed to correct plant-model mismatch caused by two types of uncertainty. Out-of-domain uncertainty arises when the system operates under conditions not represented in the initial training dataset, while in-domain uncertainty results from real-world variability and flaws in the model structure or training process. To handle out-of-domain uncertainty, a slow learning component, inspired by the human brain's slow thinking process, learns system dynamics under unexplored operating conditions, and it is activated only when a monitoring strategy deems it necessary. This component consists of an ensemble of models, featuring (i) a combination rule that weights individual models based on the statistical proximity between their training data and the current operating condition, and (ii) a monitoring algorithm based on statistical control charts that supervises the ensemble's reliability and triggers the offline training and integration of a new model when a new operating condition is detected. To address in-domain uncertainty, a fast learning component, inspired by the human brain's fast thinking process, continuously compensates in real time for the mismatch of the slow learning model. This component is implemented as a Gaussian process (GP) model, trained online at each iteration using recent data while discarding older samples. The proposed methodology is tested on a benchmark energy system referenced in the literature, demonstrating that the combined use of slow and fast learning components improves model accuracy compared to standard adaptation approaches.",Laura Boca de Giuli|Alessio La Bella|Riccardo Scattolini,,https://arxiv.org/abs/2507.12187v1,https://arxiv.org/pdf/2507.12187v1,,,,,eess.SY,eess.SY,https://arxiv.org/pdf/2507.12187v1.pdf
2506.21970v1,2025-06-27T07:21:01Z,2025-06-27 07:21:01,Non-Parametric Time Between Events and Amplitude Methods for Monitoring Drought Characteristics,"Drought is a significant natural phenomenon with profound environmental, economic, and societal impacts. Effective monitoring of drought characteristics -- such as intensity, magnitude, and duration -- is crucial for resilience and mitigation strategies. This study proposes the use of non-parametric Time Between Events and Amplitude (TBEA) control charts for detecting changes in drought characteristics, specifically applying them to the Standardized Precipitation and Evapotranspiration Index. Aware of being non-exhaustive, we considered two non-parametric change-point control charts based on the Mann-Whitney and Kolmogorov-Smirnov statistics, respectively. We studied the in-control statistical performances of the change-point control charts in the time between events and amplitude framework through a simulation study. Furthermore, we assessed the coherence of the results obtained with a distribution-free upper sided Exponentially Weighted Moving Average control chart specifically designed for monitoring TBEA data. The findings suggest that the proposed methods may serve as valuable tools for climate resilience planning and water resource management.",Michele Scagliarini,,https://arxiv.org/abs/2506.21970v1,https://arxiv.org/pdf/2506.21970v1,,"24 pages, 14 Figures",,,stat.AP,stat.AP,https://arxiv.org/pdf/2506.21970v1.pdf
2504.09684v1,2025-04-13T18:35:49Z,2025-04-13 18:35:49,An Adaptive Multivariate Functional Control Chart,"New data acquisition technologies allow one to gather huge amounts of data that are best represented as functional data. In this setting, profile monitoring assesses the stability over time of both univariate and multivariate functional quality characteristics. The detection power of profile monitoring methods could heavily depend on parameter selection criteria, which usually do not take into account any information from the out-of-control (OC) state. This work proposes a new framework, referred to as adaptive multivariate functional control chart (AMFCC), capable of adapting the monitoring of a multivariate functional quality characteristic to the unknown OC distribution, by combining $p$-values of the partial tests corresponding to Hotelling $T^2$-type statistics calculated at different parameter combinations. Through an extensive Monte Carlo simulation study, the performance of AMFCC is compared with methods that have already appeared in the literature. Finally, a case study is presented in which the proposed framework is used to monitor a resistance spot welding process in the automotive industry. AMFCC is implemented in the R package funcharts, available on CRAN.",Fabio Centofanti|Antonio Lepore|Biagio Palumbo,,https://arxiv.org/abs/2504.09684v1,https://arxiv.org/pdf/2504.09684v1,,,,,stat.ME,stat.ME|stat.AP,https://arxiv.org/pdf/2504.09684v1.pdf
2503.20131v1,2025-03-26T00:52:06Z,2025-03-26 00:52:06,Signed Rank Chart For Tied Observations: An Application of Deep Learning Models,"Shewhart Control Charts (SCC)s are constructed under the assumption of normality and are widely recognized in statistical quality control by numerous researchers. Problems arise when the distribution of process data does not conform to a typical Normal Distribution (ND) or when there is insufficient evidence to confirm that the data has approximately ND. Additionally, in some processes, Tied Observations (TO)s are present. The resolution of the measurement device used to assess a quality characteristic can lead to rounding errors, as well as TOs. In many cases, SCCs prove inadequate. In this paper, we address the challenges of non-normal observations and rounding errors by developing a Shewhart Signed-Rank Control Chart (SS-RCC) based on the Wilcoxon statistic. We define a random variable for TOs and another for Untied Observations (UO)s. Subsequently, we approximate their distributions using a Scaled-Normal Distribution (SND) and apply a Deep Learning (DL) model to estimate the scale parameters of the SND for the Control Chart (CC). In practice, we calculate the Average Run Length ($ARL$) for specific cases using Johnson-type distribution benchmarks to illustrate the effects of ties and shifts in manufacturing processes.",Seyedeh Azadeh Fallah Mortezanejad|Ruochen Wang,"School of Automotive and Traffic Engineering, Jiangsu University, Zhenjiang, Jiangsu, China|School of Automotive and Traffic Engineering, Jiangsu University, Zhenjiang, Jiangsu, China",https://arxiv.org/abs/2503.20131v1,https://arxiv.org/pdf/2503.20131v1,,,,,stat.AP,stat.AP,https://arxiv.org/pdf/2503.20131v1.pdf
2502.02296v1,2025-02-04T13:06:48Z,2025-02-04 13:06:48,On The Performance of a Two-Sided Shewhart Chart for Continuous Proportions with Estimated Parameters,"During the recent years there was an increased interest in studying the performance of different types of control charts, under various distributional models for continuous proportions, such as percentages and rates. In this work we consider the Kumaraswamy distribution, a popular and flexible distributional model for data in the unit interval (0,1) and investigate further the properties of a two-sided chart for individual observations for monitoring these types of processes, when the process parameters are unknown. Specifically, using Monte Carlo simulation, we evaluate the performance of the chart under a conditional perspective and provide empirical rules on how to select the appropriate size for the Phase I sample. In addition, we explore possible adjustments on the control limits of the chart, which take into account the available Phase I sample. The performance of the chart is also investigated for several out-of-control situations. The results show that for small and moderate size Phase I samples, practitioners have to choose whether they prefer a guaranteed in-control performance or an improved out-of-control performance. The implementation of the considered methods in practice is discussed via two numerical examples.",Athanasios C. Rakitzis,,https://arxiv.org/abs/2502.02296v1,https://arxiv.org/pdf/2502.02296v1,,"33 pages, 13 figures",,,stat.ME,stat.ME|stat.AP,https://arxiv.org/pdf/2502.02296v1.pdf
2501.11809v1,2025-01-21T01:11:41Z,2025-01-21 01:11:41,Dynamic Risk-Adjusted Monitoring of Time Between Events: Applications of NHPP in Pipeline Accident Surveillance,"Monitoring time between events (TBE) is a critical task in industrial settings. Traditional Statistical Process Monitoring (SPM) methods often assume that TBE variables follow an exponential distribution, which implies a constant failure intensity. While this assumption may hold for products with homogeneous quality, it is less appropriate for complex systems, such as repairable systems, where failure mechanisms evolve over time due to degradation or aging. In such cases, the Non-Homogeneous Poisson Process (NHPP), which accommodates time-varying failure intensity, is a more suitable model. Furthermore, failure patterns in complex systems are frequently influenced by risk factors, including environmental conditions and human interventions, and system failures often incur restoration costs. This work introduces a novel approach: a risk-adjusted control chart based on the NHPP model, specifically designed to monitor the ratio of cost to TBE, referred to as the average cost per time unit (AC). The proposed method is evaluated through extensive simulations, demonstrating its superior performance. Additionally, the chart is applied to monitor pipeline accidents over time, accounting for the impact of various risk factors. These results highlight the effectiveness of the developed chart in enhancing monitoring capabilities for complex systems.",Hussam Ahmad|Adel Ahmadi Nadi|Mohammad Amini|Subhabrata Chakraborti,,https://arxiv.org/abs/2501.11809v1,https://arxiv.org/pdf/2501.11809v1,,,,,stat.ME,stat.ME|stat.AP,https://arxiv.org/pdf/2501.11809v1.pdf
2501.11649v1,2025-01-20T18:27:36Z,2025-01-20 18:27:36,Investigating the performance of the Phase II Hotelling T2 chart when monitoring multivariate time series observations,"Thanks to high-tech measurement systems like sensors, data are often collected with high frequency in modern industrial processes. This phenomenon could potentially produce autocorrelated and cross-correlated measurements. It has been shown that if this issue is not properly accounted for while designing the control charts, many false alarms may be observed, disrupting the monitoring process efficiency. There are generally two recommended ways to monitor autocorrelated data: fitting a time series model and then monitoring the residuals or directly monitoring the original observations. Although residual charts are popular in the literature because they offer advantages such as ease of implementation, questions have been raised about their efficiency due to the loss of information. This paper develops the methodology for applying Hotelling's T2 chart directly to monitoring multivariate autocorrelated and cross-correlated observations. To model such data, we use the multivariate vector autoregressive time series model of order p >= 1, denoted as VAR(p). We compare the performance of the T2 chart based on the original observations and the residual-based T2 chart using the well-known metric average run length and a newly introduced criterion called first-to-signal. The results indicate that the proposed method consistently outperforms the alternative chart. We also illustrate the proposed method using two examples: one from a steel sheet rolling process (VAR(1) observations) and another from a chemical process (VAR(3) observations).",Adel Ahmadi Nadi|Giovanni Celano|Stefan Steiner,,https://arxiv.org/abs/2501.11649v1,https://arxiv.org/pdf/2501.11649v1,,,,,stat.ME,stat.ME|stat.AP,https://arxiv.org/pdf/2501.11649v1.pdf
2411.14706v1,2024-11-22T03:31:28Z,2024-11-22 03:31:28,The CUSUM Test with Observation-Adjusted Control Limits in Parameters Change Detection for the Extremely Heavy-Tailed Distributions Sequences,"In this paper, we propose an new the CUSUM sequential test (control chart, stopping time) with the observation-adjusted control limits (CUSUM-OAL) for monitoring quickly and adaptively the change in distribution of a sequential observations. We give the estimation of the in-control and the out-of-control average run lengths (ARLs) of the CUSUM-OAL test. The theoretical results are illustrated by numerical simulations in detecting $α$ shifts of the extreme heavy-tailed distribution observations sequence.",F. Tang|D. Han,,https://arxiv.org/abs/2411.14706v1,https://arxiv.org/pdf/2411.14706v1,,submitted to Statistical Papers. arXiv admin note: substantial text overlap with arXiv:2303.04628,,,stat.AP,stat.AP,https://arxiv.org/pdf/2411.14706v1.pdf
