id,submitted,updated,title,abstract,authors,affiliations,link_abstract,link_pdf,link_doi,comment,journal_ref,doi,primary_category,categories,pdf_url
2512.19057v1,2025-12-22T05:47:25Z,2025-12-22 05:47:25,Efficient Personalization of Generative Models via Optimal Experimental Design,"Preference learning from human feedback has the ability to align generative models with the needs of end-users. Human feedback is costly and time-consuming to obtain, which creates demand for data-efficient query selection methods. This work presents a novel approach that leverages optimal experimental design to ask humans the most informative preference queries, from which we can elucidate the latent reward function modeling user preferences efficiently. We formulate the problem of preference query selection as the one that maximizes the information about the underlying latent preference model. We show that this problem has a convex optimization formulation, and introduce a statistically and computationally efficient algorithm ED-PBRL that is supported by theoretical guarantees and can efficiently construct structured queries such as images or text. We empirically present the proposed framework by personalizing a text-to-image generative model to user-specific styles, showing that it requires less preference queries compared to random query selection.",Guy Schacht|Ziyad Sheebaelhamd|Riccardo De Santi|Mojmír Mutný|Andreas Krause,,https://arxiv.org/abs/2512.19057v1,https://arxiv.org/pdf/2512.19057v1,,,,,cs.LG,cs.LG|cs.IT,https://arxiv.org/pdf/2512.19057v1.pdf
2512.14378v2,2025-12-16T13:06:41Z,2025-12-17 10:02:49,On the E(s^2)-optimality of two-level supersaturated designs constructed using Wu's method of partially aliased interactions on certain two-level orthogonal arrays,"Wu [10] proposed a method for constructing two-level supersaturated designs by using a Hadamard design with n runs and n-1 columns as a staring design and by supplementing it with two-column interactions, as long as they are partially aliased. Bulutoglu and Cheng [2] proved that this method results in E(s^2)-optimal supersaturated designs when certain interaction columns are selected. In this paper, we extend these results and prove E(s^2)-optimality for supersaturated designs that are constructed using Wu's method when the starting design is any orthogonal array with n runs and n-1, n-2 or n-3 columns, as long as its main effects and two-column interactions are partially aliased with two-column interactions.",Emmanouil Androulakis|Kashinath Chatterjee|Haralambos Evangelaras,,https://arxiv.org/abs/2512.14378v2,https://arxiv.org/pdf/2512.14378v2,,,,,stat.ME,stat.ME,https://arxiv.org/pdf/2512.14378v2.pdf
2512.13220v1,2025-12-15T11:33:47Z,2025-12-15 11:33:47,Experimental design of a millifluidic flow-focusing method for biomimetic nanocellulose and hemicellulose-based biopolymer fibres,"The mechanical performance of plant fibres is linked to the presence of crystalline elements dispersed within an amorphous cohesive matrix. The more the crystalline reinforcement is aligned with the fibre axis, the better the mechanical properties of the fibre. With the aim of developing entirely biobased biomimetic fibres as alternatives to synthetic or resource-consuming fibres, we have studied the fabrication of hydrogel filaments made from mixtures of nanocelluloses, biobased crystalline nanoparticles acting as reinforcement, and xyloglucans, a plant wall hemicellulose with a strong affinity for cellulose surfaces. These will ensure cohesion between the nanocelluloses. To optimize the orientation of the nanocelluloses within the filaments, and thus potentially improve the mechanical properties of the fibres, we present a study on the development of a millifluidic method of flow-focusing. The developed setup uses external sheath flows to focus and align a nanocellulose suspension central flow. Different configurations in terms of concentrations, circuit designs and flow velocities are tested. 3D printed circuits are explored to produce versatile geometries and optimize the process design. To qualify the orientations during the process, observations with a polarized microscope (POM) are made, as the alignment of the nanocellulose crystalline structures creates birefringence in suspensions. Significant optical phase shifts related to the nanocellulose particles' orientations are visible by color gradients, varying with the suspensions' concentrations and flow velocities. Results demonstrate successful tuning of nanocellulose orientation into anisotropic hydrogels using different millifluidic circuit geometries, with the introduction of xyloglucans to produce new types of biosourced fibres.",Moisy Amélie|Voisin Hugo|Davy Joëlle|Cathala Bernard|Guessasma Sofiane,BIA|BIA|BIA|BIA|BIA,https://arxiv.org/abs/2512.13220v1,https://arxiv.org/pdf/2512.13220v1,,,"26{è}me Congr{è}s Fran{\c c}ais de M{é}canique, Aug 2025, Metz, France",,physics.class-ph,physics.class-ph,https://arxiv.org/pdf/2512.13220v1.pdf
2512.12574v1,2025-12-14T06:52:17Z,2025-12-14 06:52:17,Mind the Jumps: A Scalable Robust Local Gaussian Process for Multidimensional Response Surfaces with Discontinuities,"Modeling response surfaces with abrupt jumps and discontinuities remains a major challenge across scientific and engineering domains. Although Gaussian process models excel at capturing smooth nonlinear relationships, their stationarity assumptions limit their ability to adapt to sudden input-output variations. Existing nonstationary extensions, particularly those based on domain partitioning, often struggle with boundary inconsistencies, sensitivity to outliers, and scalability issues in higher-dimensional settings, leading to reduced predictive accuracy and unreliable parameter estimation.
  To address these challenges, this paper proposes the Robust Local Gaussian Process (RLGP) model, a framework that integrates adaptive nearest-neighbor selection with a sparsity-driven robustification mechanism. Unlike existing methods, RLGP leverages an optimization-based mean-shift adjustment after a multivariate perspective transformation combined with local neighborhood modeling to mitigate the influence of outliers. This approach improves predictive accuracy near discontinuities while enhancing robustness to data heterogeneity.
  Comprehensive evaluations on real-world datasets show that RLGP consistently delivers high predictive accuracy and maintains competitive computational efficiency, especially in scenarios with sharp transitions and complex response structures. Scalability tests further confirm RLGP's stability and reliability in higher-dimensional settings, where other methods struggle. These results establish RLGP as an effective and practical solution for modeling nonstationary and discontinuous response surfaces across a wide range of applications.",Isaac Adjetey|Yiyuan She,,https://arxiv.org/abs/2512.12574v1,https://arxiv.org/pdf/2512.12574v1,https://doi.org/10.1016/j.neucom.2025.132317,"25 pages, 4 figures",Neurocomputing 132317 (2025),10.1016/j.neucom.2025.132317,stat.ML,stat.ML|cs.LG|stat.AP,https://arxiv.org/pdf/2512.12574v1.pdf
2512.08513v1,2025-12-09T11:58:27Z,2025-12-09 11:58:27,Minimax and Bayes Optimal Adaptive Experimental Design for Treatment Choice,"We consider an adaptive experiment for treatment choice and design a minimax and Bayes optimal adaptive experiment with respect to regret. Given binary treatments, the experimenter's goal is to choose the treatment with the highest expected outcome through an adaptive experiment, in order to maximize welfare. We consider adaptive experiments that consist of two phases, the treatment allocation phase and the treatment choice phase. The experiment starts with the treatment allocation phase, where the experimenter allocates treatments to experimental subjects to gather observations. During this phase, the experimenter can adaptively update the allocation probabilities using the observations obtained in the experiment. After the allocation phase, the experimenter proceeds to the treatment choice phase, where one of the treatments is selected as the best. For this adaptive experimental procedure, we propose an adaptive experiment that splits the treatment allocation phase into two stages, where we first estimate the standard deviations and then allocate each treatment proportionally to its standard deviation. We show that this experiment, often referred to as Neyman allocation, is minimax and Bayes optimal in the sense that its regret upper bounds exactly match the lower bounds that we derive. To show this optimality, we derive minimax and Bayes lower bounds for the regret using change-of-measure arguments. Then, we evaluate the corresponding upper bounds using the central limit theorem and large deviation bounds.",Masahiro Kato,,https://arxiv.org/abs/2512.08513v1,https://arxiv.org/pdf/2512.08513v1,,,,,econ.EM,econ.EM|cs.LG|math.ST|stat.ME|stat.ML,https://arxiv.org/pdf/2512.08513v1.pdf
2512.06712v1,2025-12-07T08:01:50Z,2025-12-07 08:01:50,Optimal experimental design with k-space data: application to inverse hemodynamics,"Subject-specific cardiovascular models rely on parameter estimation using measurements such as 4D Flow MRI data. However, acquiring high-resolution, high-fidelity functional flow data is costly and taxing for the patient. As a result, there is growing interest in using highly undersampled MRI data to reduce acquisition time and thus the cost, while maximizing the information gain from the data. Examples of such recent work include inverse problems to estimate boundary conditions of aortic blood flow from highly undersampled k-space data. The undersampled data is selected based on a predefined sampling mask which can significantly influences the performance and the quality of the solution of the inverse problem. While there are many established sampling patterns to collect undersampled data, it remains unclear how to select the best sampling pattern for a given set of inference parameters. In this paper we propose an Optimal Experimental Design (OED) framework for MRI measurements in k-space, aiming to find optimal masks for estimating specific parameters directly from k-space. As OED is typically applied to sensor placement problems in spatial locations, this is, to our knowledge, the first time the technique is used in this context. We demonstrate that the masks optimized by employing OED consistently outperform conventional sampling patterns in terms of parameter estimation accuracy and variance, facilitating a speed-up of 10x of the acquisition time while maintaining accuracy.",Miriam Löcke|Ahmed Attia|Dariusz Ucínski|Cristóbal Bertoglio,,https://arxiv.org/abs/2512.06712v1,https://arxiv.org/pdf/2512.06712v1,,,,,physics.med-ph,physics.med-ph|math.NA,https://arxiv.org/pdf/2512.06712v1.pdf
2512.00098v1,2025-11-27T02:18:03Z,2025-11-27 02:18:03,Guarding Against Malicious Biased Threats (GAMBiT): Experimental Design of Cognitive Sensors and Triggers with Behavioral Impact Analysis,"This paper introduces GAMBiT (Guarding Against Malicious Biased Threats), a cognitive-informed cyber defense framework that leverages deviations from human rationality as a new defensive surface. Conventional cyber defenses assume rational, utility-maximizing attackers, yet real-world adversaries exhibit cognitive constraints and biases that shape their interactions with complex digital systems. GAMBiT embeds insights from cognitive science into cyber environments through cognitive triggers, which activate biases such as loss aversion, base-rate neglect, and sunk-cost fallacy, and through newly developed cognitive sensors that infer attackers' cognitive states from behavioral and network data. Three rounds of human-subject experiments (total n=61) in a simulated small business network demonstrate that these manipulations significantly disrupt attacker performance, reducing mission progress, diverting actions off the true attack path, and increasing detectability. These results demonstrate that cognitive biases can be systematically triggered to degrade the attacker's efficiency and enhance the defender's advantage. GAMBiT establishes a new paradigm in which the attacker's mind becomes part of the battlefield and cognitive manipulation becomes a proactive vector for cyber defense.",Brandon Beltz|Po-Yu Chen|James Doty|Yvonne Fonken|Nikolos Gurney|Hsiang-Wen Hsing|Sofia Hirschmann|Brett Israelsen|Nathan Lau|Mengyun Li|Stacy Marsella|Michael Murray|Jinwoo Oh|Amy Sliva|Kunal Srivastava|Stoney Trent|Peggy Wu|Ya-Ting Yang|Quanyan Zhu,,https://arxiv.org/abs/2512.00098v1,https://arxiv.org/pdf/2512.00098v1,,,,,cs.CR,cs.CR|cs.GT,https://arxiv.org/pdf/2512.00098v1.pdf
2511.20183v1,2025-11-25T11:06:08Z,2025-11-25 11:06:08,Efficient multi-fidelity Gaussian process regression for noisy outputs and non-nested experimental designs,"This paper presents a multi-fidelity Gaussian process surrogate modeling that generalizes the recursive formulation of the auto-regressive model when the high-fidelity and low-fidelity data sets are noisy and not necessarily nested. The estimation of high-fidelity parameters by the EM (expectation-maximization) algorithm is shown to be still possible in this context and a closed-form update formula is derived when the scaling factor is a parametric linear predictor function. This yields a decoupled optimization strategy for the parameter selection that is more efficient and scalable than the direct maximum likelihood maximization. The proposed approach is compared to other multi-fidelity models, and benchmarks for different application cases of increasing complexity are provided.",Nils Baillie|Baptiste Kerleguer|Cyril Feau|Josselin Garnier,,https://arxiv.org/abs/2511.20183v1,https://arxiv.org/pdf/2511.20183v1,,,,,stat.AP,stat.AP,https://arxiv.org/pdf/2511.20183v1.pdf
2511.07671v1,2025-11-10T22:25:01Z,2025-11-10 22:25:01,Robust Experimental Design via Generalised Bayesian Inference,"Bayesian optimal experimental design is a principled framework for conducting experiments that leverages Bayesian inference to quantify how much information one can expect to gain from selecting a certain design. However, accurate Bayesian inference relies on the assumption that one's statistical model of the data-generating process is correctly specified. If this assumption is violated, Bayesian methods can lead to poor inference and estimates of information gain. Generalised Bayesian (or Gibbs) inference is a more robust probabilistic inference framework that replaces the likelihood in the Bayesian update by a suitable loss function. In this work, we present Generalised Bayesian Optimal Experimental Design (GBOED), an extension of Gibbs inference to the experimental design setting which achieves robustness in both design and inference. Using an extended information-theoretic framework, we derive a new acquisition function, the Gibbs expected information gain (Gibbs EIG). Our empirical results demonstrate that GBOED enhances robustness to outliers and incorrect assumptions about the outcome noise distribution.",Yasir Zubayr Barlas|Sabina J. Sloman|Samuel Kaski,,https://arxiv.org/abs/2511.07671v1,https://arxiv.org/pdf/2511.07671v1,,"12 main pages, 43 pages in total",,,stat.ML,stat.ML|cs.LG,https://arxiv.org/pdf/2511.07671v1.pdf
2511.04403v2,2025-11-06T14:29:05Z,2026-01-29 15:45:20,Online Bayesian Experimental Design for Partially Observed Dynamical Systems,"Bayesian experimental design (BED) provides a principled framework for optimizing data collection by choosing experiments that are maximally informative about unknown parameters. However, existing methods cannot deal with the joint challenge of (a) partially observable dynamical systems, where only noisy and incomplete observations are available, and (b) fully online inference, which updates posterior distributions and selects designs sequentially in a computationally efficient manner. Under partial observability, dynamical systems are naturally modeled as state-space models (SSMs), where latent states mediate the link between parameters and data, making the likelihood -- and thus information-theoretic objectives like the expected information gain (EIG) -- intractable. We address these challenges by deriving new estimators of the EIG and its gradient that explicitly marginalize latent states, enabling scalable stochastic optimization in nonlinear SSMs. Our approach leverages nested particle filters for efficient online state-parameter inference with convergence guarantees. Applications to realistic models, such as the susceptible-infectious-recovered (SIR) and a moving source location task, show that our framework successfully handles both partial observability and online inference.",Sara Pérez-Vieites|Sahel Iqbal|Simo Särkkä|Dominik Baumann,,https://arxiv.org/abs/2511.04403v2,https://arxiv.org/pdf/2511.04403v2,,"20 pages, 7 figures",,,stat.ML,stat.ML|cs.LG|stat.CO,https://arxiv.org/pdf/2511.04403v2.pdf
2511.02984v2,2025-11-04T20:42:40Z,2025-12-19 01:07:48,Constructing Large Orthogonal Minimally Aliased Response Surface Designs by Concatenating Two Definitive Screening Designs,"Orthogonal minimally aliased response surface (OMARS) designs permit the study of quantitative factors at three levels using an economical number of runs. In these designs, the linear effects of the factors are neither aliased with each other nor with the quadratic effects and the two-factor interactions. Complete catalogs of OMARS designs with up to five factors have been obtained using an enumeration algorithm. However, the algorithm is computationally demanding for designs with many factors and runs. To overcome this issue, we propose a construction method for large OMARS designs that concatenates two definitive screening designs and improves the statistical features of its parent designs. The concatenation employs an algorithm that minimizes the aliasing among the second-order effects using foldover techniques and column permutations for one of the parent designs. We study the properties of the new OMARS designs and compare them with alternative designs in the literature.",Alan R. Vazquez|Peter Goos|Eric D. Schoen,,https://arxiv.org/abs/2511.02984v2,https://arxiv.org/pdf/2511.02984v2,,"35 pages, 2 figures, 7 tables",,,stat.ME,stat.ME,https://arxiv.org/pdf/2511.02984v2.pdf
2510.24349v1,2025-10-28T12:14:05Z,2025-10-28 12:14:05,Pseudo-Bayesian Optimal Designs for Fitting Fractional Polynomial Response Surface Models,"Fractional polynomial models are potentially useful for response surfaces investigations. With the availability of routines for fitting nonlinear models in statistical packages they are increasingly being used. However, as in all experiments the design should be chosen such that the model parameters are estimated as efficiently as possible. The design choice for such models involves the known nonlinear models' design difficulties but \cite{gilmour_trinca_2012b} proposed a methodology capable of producing exact designs that makes use of the computing facilities available today. In this paper, we use this methodology to find Bayesian optimal exact designs for several fractional polynomial models. The optimum designs are compared to various standard designs in response surface problems.",Luzia A. Trinca|Steven G. Gilmour,,https://arxiv.org/abs/2510.24349v1,https://arxiv.org/pdf/2510.24349v1,,31 pages,,,stat.ME,stat.ME,https://arxiv.org/pdf/2510.24349v1.pdf
2510.23434v3,2025-10-27T15:37:23Z,2025-12-28 18:55:21,Learning What to Learn: Experimental Design when Combining Experimental with Observational Evidence,"Experiments deliver credible treatment-effect estimates but, because they are costly, are often restricted to specific sites, small populations, or particular mechanisms. A common practice across several fields is therefore to combine experimental estimates with reduced-form or structural external (observational) evidence to answer broader policy questions such as those involving general equilibrium effects or external validity. We develop a unified framework for the design of experiments when combined with external evidence, i.e., choosing which experiment(s) to run and how to allocate sample size under arbitrary budget constraints. Because observational evidence may suffer bias unknown ex-ante, we evaluate designs using a minimax proportional-regret criterion that compares any candidate design to an oracle that knows the observational study bias and jointly chooses the design and estimator. This yields a transparent bias-variance trade-off that does not require the researcher to specify a bias bound and relies only on information already needed for conventional power calculations. We illustrate the framework by (i) designing cash-transfer experiments aimed at estimating general equilibrium effects and (ii) optimizing site selection for microfinance interventions.",Aristotelis Epanomeritakis|Davide Viviano,,https://arxiv.org/abs/2510.23434v3,https://arxiv.org/pdf/2510.23434v3,,,,,econ.EM,econ.EM|math.ST|stat.ME,https://arxiv.org/pdf/2510.23434v3.pdf
